Crop,Year,Sow_Month,Vegetative_Dur,Reproductive_Dur,Maturity_Dur,Temp_C,Rainfall_mm,Humidity_%,SoilMoist_%,Vegetative_Irrig_lphw,Reproductive_Irrig_lphw,Maturity_Irrig_lphw
Paddy,2012,June,31,53,33,30.98,467.7,78.6,50.4,8.57,7.02,7.18
Groundnut,2005,June,31,60,18,29.41,566.9,78.3,18.8,4.79,2.56,2.97
Paddy,2013,August,28,61,27,23.67,734.7,72.5,32.2,9.29,7.45,5.37
Soybean,2015,June,32,46,18,24.87,459.2,70.6,24.3,3.87,4.44,3.09
Soybean,2020,July,25,47,15,23.07,625.9,70.8,15.5,4.21,3.39,2.07
Soybean,2011,July,29,46,11,26.22,688.1,76.5,24.1,2.95,3.3,3.37
Cotton,2014,June,42,49,24,23.6,691.0,74.1,27.9,6.41,5.59,3.93
Groundnut,2007,June,32,63,20,27.96,495.8,77.8,18.5,6.0,5.63,3.74
Chickpea,2022,November,29,40,26,25.17,282.2,65.5,18.1,3.46,2.3,1.25
Soybean,2017,July,28,42,14,25.26,479.1,65.8,26.5,5.41,4.46,1.9
Paddy,2011,July,46,49,24,25.69,695.1,72.0,30.7,5.64,6.76,6.95
Maize,2008,July,23,43,17,23.01,265.3,72.9,20.4,3.75,3.5,4.17
Cotton,2017,August,47,69,27,31.5,496.6,60.1,13.5,4.54,5.91,2.79
Soybean,2024,June,36,57,20,27.98,635.1,73.1,25.4,4.02,4.12,2.26
Soybean,2005,June,28,45,16,25.68,303.9,59.5,26.4,3.23,4.13,1.92
Soybean,2012,June,26,54,19,22.13,513.9,73.4,29.6,4.73,4.78,2.11
Soybean,2018,July,27,29,11,24.33,599.1,73.9,24.0,4.2,3.6,2.31
Groundnut,2020,June,29,61,21,30.0,575.0,78.4,22.4,5.52,5.05,2.8
Cotton,2018,August,48,78,30,29.47,514.0,58.6,17.6,4.74,3.3,3.94
Sorghum,2016,July,22,41,21,28.5,393.1,73.2,22.5,4.91,4.45,2.97
Paddy,2023,June,34,41,21,27.34,977.4,87.1,17.0,8.28,6.62,6.07
Chickpea,2019,November,30,35,23,26.12,317.2,65.7,16.7,2.08,2.66,1.55
Paddy,2006,June,32,38,21,30.59,982.1,81.8,30.9,7.78,7.02,6.22
Soybean,2006,July,29,33,14,29.14,652.5,78.5,28.8,4.14,3.08,2.91
Sorghum,2023,June,43,51,24,23.71,554.5,67.9,29.1,4.93,3.65,2.44
Groundnut,2021,June,33,54,15,27.16,357.5,71.4,26.5,5.36,3.68,3.68
Soybean,2024,July,24,43,16,26.85,312.6,63.3,23.1,4.96,4.04,2.8
Soybean,2014,July,35,46,13,25.64,662.7,73.0,25.2,4.03,2.93,2.3
Chickpea,2010,October,23,40,25,18.94,150.2,72.9,23.4,2.96,3.27,1.71
Chickpea,2019,October,25,44,25,22.9,204.5,51.2,18.1,3.04,2.82,1.72
Sorghum,2015,July,28,36,21,26.31,300.5,76.6,25.0,3.78,2.93,2.9
Groundnut,2009,June,32,57,12,29.95,596.4,72.3,26.2,4.43,5.13,3.28
Sorghum,2005,July,33,49,19,26.69,569.8,64.7,18.0,5.98,3.55,1.24
Soybean,2012,July,37,30,15,29.78,704.0,75.8,17.7,3.92,3.31,2.65
Sorghum,2016,July,39,66,26,31.95,576.7,77.4,36.0,4.37,2.5,2.62
Soybean,2016,July,33,33,23,31.89,407.2,80.8,26.3,4.15,3.38,2.23
Soybean,2009,July,28,58,14,30.08,568.0,70.2,21.2,4.63,2.36,2.97
Paddy,2011,June,46,53,25,25.69,685.1,73.0,21.5,4.39,6.84,6.99
Chickpea,2008,October,22,43,17,22.95,212.0,66.5,16.2,2.8,2.55,2.08
Maize,2010,June,34,28,16,28.73,568.1,69.9,17.4,3.79,3.42,2.35
Cotton,2017,August,40,70,29,27.12,478.7,75.0,17.4,6.51,4.44,3.1
Sorghum,2024,June,25,52,17,27.19,362.9,66.5,17.3,3.99,4.4,3.18
Cotton,2019,August,52,72,28,27.73,470.3,74.8,19.0,5.61,4.27,3.38
Soybean,2007,July,36,44,13,25.02,584.9,69.4,19.7,4.49,3.23,3.26
Soybean,2012,June,32,49,16,28.04,483.2,75.9,29.0,4.76,3.12,2.05
Maize,2024,June,27,44,21,24.13,403.2,65.1,28.5,5.07,2.67,3.87
Chickpea,2020,October,18,35,17,21.75,145.9,61.3,11.9,3.33,2.46,1.32
Groundnut,2017,June,25,57,17,27.61,511.8,75.7,13.8,5.7,3.46,3.19
Groundnut,2022,June,29,50,14,28.43,698.8,67.2,29.5,4.97,4.13,2.55
Paddy,2014,June,33,54,28,28.06,778.0,81.0,42.1,6.18,6.56,5.54
Soybean,2023,July,30,52,8,25.49,374.0,65.4,23.7,4.97,4.55,2.8
Cotton,2021,July,49,41,42,30.19,367.4,71.1,15.5,5.03,4.04,3.79
Sorghum,2023,July,30,52,21,27.57,549.9,60.8,27.7,4.58,3.86,2.69
Maize,2009,July,17,34,15,25.58,485.8,64.4,27.8,5.75,4.99,1.37
Paddy,2013,June,38,51,26,24.85,886.4,83.0,35.4,8.75,7.29,6.14
Cotton,2016,August,41,55,22,30.18,648.8,78.3,24.0,5.72,3.94,4.35
Paddy,2005,August,26,61,31,24.44,877.3,79.7,32.7,7.59,6.48,6.23
Maize,2005,June,22,41,26,23.66,323.3,64.8,26.5,4.91,2.85,3.06
Cotton,2019,August,52,51,34,32.96,835.6,59.3,18.9,5.16,6.68,4.39
Sorghum,2006,June,35,44,17,25.17,455.3,75.5,24.0,4.89,4.62,2.45
Sorghum,2020,July,24,50,13,29.07,493.1,69.5,17.6,5.21,3.72,2.25
Paddy,2012,August,36,52,20,24.38,983.7,71.1,39.2,6.48,6.82,5.21
Cotton,2017,June,40,42,36,30.25,279.9,58.8,26.2,6.19,6.29,4.9
Maize,2005,June,19,50,23,30.83,544.8,67.4,29.6,4.77,4.18,2.97
Sorghum,2020,July,46,34,18,29.54,455.5,58.9,25.1,2.9,4.07,2.55
Maize,2011,June,31,52,18,24.57,322.3,71.6,20.0,4.31,5.3,2.82
Sorghum,2009,July,23,54,19,25.31,687.0,69.6,23.6,4.56,2.39,2.05
Groundnut,2007,June,28,57,26,27.23,397.5,76.5,20.3,3.47,3.37,3.09
Maize,2016,July,20,31,17,26.04,340.1,78.8,16.4,6.01,4.95,3.54
Maize,2020,July,17,38,26,26.4,260.8,71.1,27.1,4.08,3.76,2.47
Paddy,2023,July,36,51,15,28.73,967.0,87.2,38.0,4.28,8.42,7.09
Soybean,2009,June,29,48,13,26.83,412.3,78.6,23.6,4.75,4.65,3.12
Chickpea,2018,October,23,41,6,21.6,281.1,62.3,16.1,2.38,3.0,2.22
Soybean,2009,July,27,42,20,27.7,533.8,72.4,18.7,2.78,4.34,2.83
Sorghum,2019,July,28,64,19,26.2,566.1,74.5,16.7,6.2,3.79,3.04
Groundnut,2021,June,32,58,16,33.23,488.6,78.8,18.6,4.61,5.62,3.13
Sorghum,2018,July,40,52,28,30.13,604.1,75.3,28.5,2.77,2.43,3.31
Groundnut,2024,June,36,49,14,29.53,360.3,73.2,19.2,5.0,5.61,2.82
Paddy,2009,July,42,54,26,26.81,1147.5,76.7,39.0,7.88,6.14,6.61
Soybean,2016,June,27,52,13,27.39,661.4,68.6,24.8,5.22,3.84,3.48
Chickpea,2020,October,30,39,23,22.83,333.3,72.1,15.6,4.18,2.27,2.08
Sorghum,2020,June,31,39,20,24.19,592.5,73.1,23.5,3.76,3.47,2.19
Soybean,2011,July,40,42,13,26.63,422.6,67.6,19.4,3.41,3.25,3.47
Soybean,2008,July,30,47,14,26.5,625.8,69.6,19.7,5.22,4.48,3.67
Paddy,2005,July,30,46,25,28.01,507.5,75.6,27.7,7.66,5.71,5.72
Paddy,2009,August,39,60,21,28.59,612.2,88.5,32.7,9.39,7.68,6.03
Paddy,2014,August,36,54,27,27.62,1100.2,82.0,35.6,8.05,7.34,6.29
Paddy,2009,August,31,30,27,24.9,616.3,79.2,37.2,5.96,8.0,5.19
Cotton,2008,August,46,73,31,29.62,707.1,61.2,23.1,5.7,3.8,4.34
Sorghum,2006,June,42,53,28,22.96,530.9,76.8,27.3,3.13,4.57,3.26
Chickpea,2024,November,26,46,15,22.84,215.0,52.1,13.5,3.28,1.82,1.97
Groundnut,2014,June,19,54,9,27.79,471.8,74.6,19.7,4.09,3.13,2.23
Sorghum,2023,July,30,35,21,27.36,357.9,56.2,23.9,4.98,4.01,2.83
Sorghum,2005,July,48,50,21,27.47,212.9,74.1,34.0,5.2,3.21,2.7
Chickpea,2009,November,19,33,20,24.19,244.4,63.4,16.8,3.61,2.93,2.02
Groundnut,2017,June,28,55,16,28.7,466.2,73.5,18.7,5.67,4.75,2.97
Soybean,2008,July,26,39,8,29.98,543.1,72.9,28.5,5.07,3.25,3.09
Groundnut,2020,June,34,46,24,28.07,629.7,72.3,18.3,4.81,3.32,2.31
Groundnut,2020,June,17,46,33,29.96,725.1,72.4,18.7,6.74,4.4,2.63
Groundnut,2006,June,33,65,12,29.93,370.2,80.0,22.2,5.77,3.93,2.13
Cotton,2021,August,34,49,44,31.21,887.6,75.8,16.3,5.62,5.53,4.35
Maize,2024,July,16,54,16,26.84,363.8,56.3,25.2,5.34,2.66,3.66
Soybean,2016,July,31,47,10,26.63,506.1,76.2,19.9,5.24,3.0,2.53
Sorghum,2022,July,32,45,21,25.94,469.5,64.1,25.8,5.09,4.4,3.57
Maize,2007,July,22,35,19,25.41,546.4,72.5,26.0,5.93,5.49,3.07
Groundnut,2005,June,35,52,25,31.12,630.9,74.5,17.7,3.94,4.07,4.12
Cotton,2005,June,55,68,28,26.38,538.8,68.9,13.4,7.09,5.51,3.16
Chickpea,2023,November,28,49,17,20.87,352.2,59.7,20.0,4.31,2.88,2.31
Groundnut,2015,June,36,59,23,28.31,647.6,76.1,13.6,5.42,2.36,3.63
Maize,2009,June,26,43,10,32.86,262.7,66.9,10.2,4.56,3.63,2.69
Maize,2016,July,19,51,24,26.49,502.2,68.5,25.8,4.19,4.79,2.85
Chickpea,2007,November,25,38,22,18.86,205.0,67.9,18.5,2.8,2.33,1.56
Groundnut,2005,June,31,58,12,30.53,448.0,72.1,30.3,6.64,2.94,2.43
Soybean,2005,June,45,47,8,26.97,484.9,68.3,22.4,3.99,4.03,1.55
Cotton,2012,July,40,58,31,29.36,417.1,59.7,12.5,6.73,4.26,4.38
Sorghum,2014,June,37,42,18,28.08,441.6,74.3,25.3,4.93,3.38,3.6
Chickpea,2015,November,26,46,19,17.29,189.1,70.1,17.4,2.92,2.76,2.26
Groundnut,2016,June,21,54,19,29.15,303.3,80.6,21.0,5.58,5.51,3.46
Cotton,2017,July,44,70,37,29.65,466.7,76.3,19.9,5.63,3.69,5.68
Soybean,2016,June,43,56,13,22.8,413.8,81.5,22.9,3.42,4.35,2.4
Groundnut,2018,June,26,50,26,30.09,356.5,75.8,21.5,4.82,3.81,2.68
Cotton,2006,July,46,22,33,25.42,319.8,56.1,9.6,6.28,4.34,2.78
Maize,2023,July,13,21,18,28.08,469.8,74.5,17.0,5.59,5.3,2.58
Soybean,2022,July,37,41,12,24.97,424.4,64.6,24.1,3.34,4.22,2.81
Groundnut,2007,June,21,67,22,30.5,436.5,77.1,26.6,5.11,5.7,3.23
Paddy,2021,June,32,58,17,25.09,806.5,74.1,24.0,9.35,5.35,6.16
Soybean,2012,July,34,50,13,27.66,523.9,74.8,23.8,3.43,2.09,1.99
Groundnut,2014,June,29,62,21,30.07,421.3,73.6,21.3,4.52,3.24,3.06
Soybean,2006,June,24,41,14,27.66,547.0,61.2,24.0,3.12,4.1,2.39
Chickpea,2023,October,21,38,17,24.97,227.6,77.1,19.7,3.15,2.53,2.33
Groundnut,2013,June,21,55,19,30.45,499.4,68.8,21.0,4.23,2.56,3.64
Sorghum,2011,June,39,51,22,30.25,340.9,63.1,37.9,4.37,2.4,1.77
Groundnut,2008,June,29,50,15,32.59,479.4,78.1,22.3,4.93,3.19,3.66
Paddy,2022,August,35,59,25,24.53,980.3,82.2,26.6,8.79,7.3,6.41
Cotton,2017,July,45,54,21,30.1,761.0,76.1,16.0,4.75,4.74,5.25
Soybean,2015,July,33,42,23,31.19,827.2,64.7,23.1,3.39,3.04,2.34
Paddy,2008,July,37,67,21,25.34,934.5,92.2,37.7,7.89,7.04,7.08
Groundnut,2008,June,25,59,14,30.85,487.7,75.0,19.2,5.83,3.96,4.49
Paddy,2014,August,33,61,30,28.82,1026.8,79.4,28.7,7.85,7.58,5.13
Chickpea,2009,October,24,33,19,18.05,247.0,68.2,24.7,2.88,2.7,1.66
Maize,2013,July,23,34,14,27.35,555.2,74.5,22.4,6.54,2.91,2.12
Sorghum,2007,July,38,39,17,28.08,414.1,66.4,33.7,3.39,1.98,2.44
Maize,2021,July,19,41,28,22.52,284.5,77.7,24.1,4.26,3.1,2.98
Paddy,2007,August,38,40,21,26.89,950.7,71.4,29.1,7.14,5.9,6.23
Groundnut,2020,June,33,61,22,28.01,598.6,75.5,21.7,4.65,3.7,3.24
Cotton,2008,July,37,64,35,25.72,771.7,69.3,13.7,5.15,4.15,3.26
Cotton,2022,August,43,62,31,28.01,575.5,66.0,20.8,5.26,3.86,5.18
Cotton,2021,August,57,60,33,25.44,476.3,61.6,26.4,3.45,4.64,1.61
Cotton,2011,July,54,58,35,28.62,362.9,61.7,20.0,6.11,5.49,4.43
Cotton,2009,July,39,72,31,24.34,678.3,65.7,18.6,6.01,4.29,5.44
Groundnut,2016,June,22,55,21,29.08,499.0,72.1,17.0,4.46,5.03,2.93
Groundnut,2021,June,40,60,6,30.77,514.2,67.1,27.5,4.81,3.68,3.43
Sorghum,2017,June,39,47,24,26.45,405.8,61.4,20.3,3.56,3.9,3.43
Chickpea,2007,October,23,34,21,20.14,214.2,70.9,17.6,2.43,3.09,1.25
Soybean,2013,June,36,42,16,28.72,416.3,71.3,17.0,4.18,4.39,1.62
Soybean,2021,June,33,53,16,26.18,666.4,79.0,23.3,5.47,5.33,2.23
Soybean,2021,July,34,49,8,23.77,587.9,67.8,16.8,4.8,3.04,2.26
Groundnut,2024,June,34,42,13,25.78,425.3,74.4,17.9,6.55,4.46,3.19
Cotton,2020,June,37,76,34,26.51,753.5,66.7,25.3,4.56,5.15,3.03
Cotton,2017,July,33,52,33,23.86,625.0,60.4,15.2,4.98,3.79,2.62
Sorghum,2023,July,39,56,21,24.24,365.1,71.2,23.9,4.55,4.77,3.24
Maize,2021,July,30,34,19,25.74,316.6,62.7,22.2,4.75,3.96,2.97
Soybean,2008,June,28,52,9,28.37,766.5,71.0,21.0,5.08,4.17,3.21
Chickpea,2016,October,25,54,12,27.81,280.5,77.8,21.6,2.43,2.83,1.73
Chickpea,2013,November,26,32,19,26.54,228.9,62.7,20.0,3.46,2.27,2.2
Maize,2023,June,27,41,22,30.6,653.8,61.7,13.0,5.02,4.14,2.32
Paddy,2016,June,31,43,24,29.99,829.6,76.7,40.2,7.99,5.79,6.62
Soybean,2013,July,25,51,10,24.73,544.1,81.6,20.2,5.06,4.55,2.91
Soybean,2011,June,29,41,13,25.3,564.4,79.4,17.6,4.41,3.03,2.69
Paddy,2018,July,39,43,25,27.6,817.0,86.5,30.4,6.53,6.0,8.05
Sorghum,2024,June,36,49,33,27.32,406.2,63.9,24.0,4.2,4.3,3.25
Groundnut,2023,June,33,53,23,30.56,511.3,75.4,24.9,5.39,4.35,4.04
Chickpea,2019,November,22,41,16,22.53,246.5,76.8,12.8,3.29,3.24,2.3
Chickpea,2020,November,26,27,20,24.15,144.2,74.6,20.6,3.83,1.81,1.93
Paddy,2009,June,28,66,25,27.97,991.2,81.0,27.1,5.2,6.41,5.2
Paddy,2007,June,43,44,15,27.49,782.7,82.4,27.8,8.18,7.08,6.1
Maize,2016,June,28,46,26,33.86,510.1,66.0,25.3,4.56,4.74,2.22
Cotton,2024,July,49,76,42,29.11,680.2,68.9,25.1,6.82,4.41,3.59
Paddy,2008,August,31,52,24,25.95,912.0,82.5,34.6,7.26,6.3,5.23
Soybean,2020,July,29,43,13,27.88,484.0,77.6,23.6,4.59,3.77,2.03
Cotton,2011,July,34,59,28,31.72,744.2,72.5,20.0,6.36,4.29,3.93
Paddy,2017,July,35,53,32,28.62,743.4,79.6,25.1,7.53,7.48,6.6
Cotton,2014,July,53,58,30,27.83,493.0,72.8,18.2,8.22,5.76,5.51
Cotton,2011,June,42,67,40,30.67,775.3,68.3,23.1,6.82,3.22,3.67
Soybean,2018,June,35,34,5,27.43,331.9,71.6,19.9,4.98,3.05,2.71
Paddy,2009,June,33,67,29,26.68,701.6,73.8,26.6,8.61,7.76,5.35
Groundnut,2007,June,34,47,16,26.1,357.3,69.4,20.9,4.31,5.3,2.64
Chickpea,2015,November,20,40,17,26.96,207.3,69.5,24.8,2.34,1.36,2.2
Cotton,2015,August,49,43,28,31.13,711.1,74.7,21.5,5.8,5.48,3.24
Maize,2022,July,18,46,27,30.13,495.9,63.8,23.0,4.52,3.64,3.12
Maize,2019,July,15,28,20,25.16,383.8,70.6,19.5,5.96,3.5,3.9
Cotton,2016,July,47,56,36,29.84,737.1,64.3,17.1,6.1,3.89,3.7
Sorghum,2013,July,33,55,8,28.26,574.7,62.2,19.0,2.71,4.71,2.37
Cotton,2014,August,42,80,33,32.92,592.4,66.2,17.3,6.93,5.7,3.83
Paddy,2016,August,40,54,19,29.66,967.1,81.9,34.3,8.37,9.0,5.41
Chickpea,2021,October,18,41,16,22.0,244.7,63.5,18.9,3.4,2.65,1.74
Paddy,2010,July,30,66,20,29.37,775.7,83.7,33.8,7.58,5.23,6.36
Cotton,2011,July,42,63,26,26.09,597.5,62.6,22.6,4.33,3.05,2.71
Maize,2018,July,22,33,26,27.91,635.1,62.7,24.4,5.26,3.33,3.89
Maize,2017,June,26,49,19,25.49,544.1,59.3,21.8,4.68,3.26,3.63
Chickpea,2012,October,28,33,21,24.15,201.0,49.9,17.2,2.11,1.68,2.43
Paddy,2014,June,44,60,22,27.85,644.0,76.9,23.3,8.54,6.81,6.26
Sorghum,2013,June,32,44,19,29.58,632.4,66.0,24.0,4.57,2.73,2.71
Soybean,2022,July,34,44,15,26.19,386.0,68.7,18.1,5.02,3.05,3.17
Chickpea,2006,November,23,34,28,25.23,357.2,64.3,16.0,3.96,2.54,1.58
Maize,2009,July,23,36,16,24.31,402.4,66.4,21.2,4.41,4.61,3.4
Groundnut,2009,June,22,50,26,29.59,556.8,75.2,19.7,5.16,3.78,3.71
Cotton,2010,August,44,59,23,29.44,539.9,65.8,19.6,6.3,6.57,4.45
Groundnut,2023,June,34,63,16,28.36,420.5,70.6,18.9,4.56,4.28,3.46
Cotton,2012,July,35,65,23,33.44,476.6,90.8,27.3,5.2,5.02,4.6
Sorghum,2020,June,33,53,17,27.52,595.8,70.4,16.5,3.63,2.35,3.17
Chickpea,2017,October,29,34,29,23.88,253.9,64.3,20.7,3.07,2.51,1.95
Maize,2005,June,26,43,22,24.24,302.2,71.0,19.9,5.75,4.25,3.62
Cotton,2024,June,46,45,41,29.21,578.1,63.2,20.1,7.39,5.93,4.68
Sorghum,2021,June,29,43,25,27.5,550.4,71.7,23.5,4.47,3.74,2.11
Cotton,2011,July,50,49,35,26.91,707.8,68.0,17.8,7.14,6.61,2.45
Cotton,2017,July,48,43,29,29.87,553.4,68.8,12.1,6.36,5.58,4.39
Maize,2008,June,34,38,22,26.83,509.6,71.3,13.1,5.23,3.57,4.07
Paddy,2008,August,31,36,26,28.92,911.0,75.0,27.7,5.57,6.67,5.0
Sorghum,2010,June,36,45,9,22.29,551.7,66.7,19.1,3.31,4.12,2.21
Maize,2023,July,23,46,19,28.67,499.1,70.5,22.4,3.5,5.55,2.44
Paddy,2016,June,34,47,25,26.97,895.1,80.7,31.3,7.7,6.0,7.22
Maize,2011,July,21,43,17,26.15,654.4,67.9,33.1,5.47,3.25,2.71
Cotton,2014,July,52,57,31,29.46,895.9,64.4,20.7,5.57,3.71,5.75
Paddy,2023,July,30,50,22,26.91,960.9,79.2,22.1,9.08,6.71,5.17
Sorghum,2011,June,39,65,29,28.81,497.4,64.3,28.5,4.77,3.09,3.23
Sorghum,2007,July,27,51,12,29.71,422.5,58.2,30.6,6.01,3.91,2.63
Soybean,2017,July,35,35,16,25.8,455.7,77.7,23.0,2.87,3.12,2.99
Groundnut,2017,June,32,68,28,28.32,795.4,74.1,16.2,4.63,2.29,4.16
Soybean,2022,July,31,43,18,23.37,323.9,62.1,18.0,5.58,2.97,1.92
Cotton,2024,June,42,77,22,30.6,863.6,75.4,14.4,4.46,5.25,4.12
Cotton,2012,June,50,51,30,27.13,620.2,77.0,23.9,6.22,5.89,4.87
Maize,2013,July,27,32,15,25.0,527.4,72.1,18.8,3.75,4.23,2.89
Paddy,2011,August,27,63,20,30.08,844.2,79.9,32.4,7.14,8.39,5.75
Cotton,2005,August,40,53,13,29.76,463.3,75.7,24.7,6.23,5.22,4.13
Paddy,2007,August,33,66,27,28.48,1053.8,78.5,31.5,6.97,7.66,5.7
Paddy,2017,June,28,51,16,25.31,895.4,79.6,25.0,8.66,6.96,5.8
Maize,2021,June,25,44,12,29.0,430.8,76.1,26.2,4.41,3.94,2.99
Soybean,2005,July,34,42,10,26.51,565.6,71.1,19.5,3.5,3.7,2.61
Chickpea,2010,October,25,35,26,28.19,197.7,67.5,18.4,2.84,2.08,1.57
Paddy,2010,June,27,54,27,26.48,549.7,71.1,21.1,6.75,7.09,6.99
Chickpea,2016,October,24,31,18,23.83,325.2,71.7,19.3,3.87,2.71,1.96
Sorghum,2017,June,31,61,6,27.95,611.7,68.9,32.2,3.84,3.48,3.54
Groundnut,2017,June,34,74,20,29.4,469.2,73.0,26.4,5.2,3.45,2.97
Chickpea,2019,October,26,41,19,24.16,201.7,66.6,22.6,3.47,2.89,1.54
Groundnut,2020,June,32,47,13,28.86,420.5,78.0,25.1,3.49,3.44,2.32
Soybean,2015,July,34,46,18,27.43,659.0,66.8,29.1,3.93,3.81,1.9
Cotton,2009,August,46,53,29,30.23,684.5,70.7,26.7,7.16,4.97,2.94
Maize,2008,July,30,33,14,31.32,401.0,62.1,14.3,5.77,3.73,2.85
Paddy,2007,June,26,57,12,23.47,620.4,81.6,19.6,8.56,5.97,5.87
Soybean,2023,July,32,48,23,31.96,388.2,84.1,18.5,4.76,2.78,3.02
Paddy,2024,July,36,64,13,25.76,627.9,68.6,24.6,6.62,8.19,6.08
Cotton,2022,August,39,59,27,26.46,577.0,72.9,22.6,8.17,5.42,4.92
Chickpea,2019,October,26,35,18,21.36,182.0,59.2,14.9,3.31,1.63,2.07
Maize,2013,July,35,43,18,29.37,450.9,71.5,16.3,3.44,4.44,3.66
Maize,2021,June,37,43,15,29.06,403.1,65.8,16.1,4.43,3.02,3.33
Paddy,2018,August,40,54,12,25.2,587.6,80.5,21.7,7.27,8.75,6.57
Cotton,2019,August,45,65,28,33.08,594.3,76.5,18.5,8.74,5.42,5.31
Paddy,2005,August,25,52,24,26.93,879.4,80.8,26.8,8.44,7.33,6.26
Soybean,2007,June,23,51,14,30.54,552.6,72.0,21.2,4.89,3.51,2.07
Chickpea,2020,October,25,43,29,22.56,129.7,67.8,16.1,4.14,2.25,2.01
Maize,2015,June,18,44,21,23.88,514.7,73.2,28.1,3.2,4.52,3.85
Chickpea,2016,November,27,39,17,23.55,235.7,73.8,17.2,2.54,3.12,2.03
Cotton,2014,August,41,90,24,32.71,512.1,73.6,23.3,7.13,4.82,5.59
Paddy,2020,July,28,46,24,24.1,607.1,78.4,40.5,8.88,8.22,4.38
Soybean,2012,July,38,44,14,22.34,482.4,73.6,18.2,3.69,2.5,2.21
Soybean,2010,July,33,35,14,31.02,503.2,80.6,29.4,3.76,3.59,2.83
Maize,2016,July,40,40,20,29.64,589.8,70.2,23.7,3.45,3.55,3.31
Groundnut,2012,June,32,64,19,26.23,636.2,81.2,25.5,5.05,4.94,5.26
Maize,2008,July,28,48,12,24.44,385.2,76.8,26.3,5.75,2.5,3.67
Sorghum,2012,June,36,56,21,32.3,651.6,59.5,23.0,4.87,2.94,1.86
Soybean,2022,June,25,48,9,25.22,364.0,74.0,27.7,4.62,5.2,2.58
Maize,2009,July,20,37,19,25.92,702.6,72.3,25.4,5.29,4.49,2.95
Groundnut,2013,June,28,56,25,31.25,493.6,77.8,20.0,5.23,3.72,3.09
Cotton,2008,August,41,65,21,29.87,604.6,62.7,20.8,5.24,6.98,4.96
Maize,2021,July,26,42,18,27.51,380.8,71.2,19.8,3.91,3.44,2.88
Groundnut,2013,June,27,58,20,31.03,510.7,74.9,30.3,4.81,3.87,3.92
Chickpea,2005,October,22,44,12,21.43,181.2,53.5,24.0,2.18,2.21,2.36
Sorghum,2024,June,30,50,22,23.89,509.3,77.4,21.9,3.33,3.93,2.91
Maize,2017,June,27,45,24,32.34,530.0,69.6,15.0,5.15,4.45,2.19
Maize,2020,July,26,47,24,22.66,694.6,78.5,28.3,5.13,3.65,2.35
Chickpea,2017,October,16,35,17,22.15,230.5,67.5,17.9,2.65,1.52,1.77
Soybean,2018,July,32,36,15,27.96,613.8,71.5,31.9,4.57,3.47,2.0
Maize,2007,June,20,36,13,25.76,548.1,67.8,31.8,4.9,3.92,2.79
Chickpea,2010,November,26,36,24,23.35,256.4,65.7,23.0,3.34,2.69,2.26
Chickpea,2022,November,24,42,18,21.53,330.4,68.9,21.3,3.74,2.76,2.37
Sorghum,2023,July,38,39,22,28.19,844.9,73.2,11.0,4.14,4.18,2.55
Paddy,2009,July,38,44,22,29.07,802.6,75.3,20.4,8.78,7.43,6.88
Maize,2019,July,31,47,21,25.72,566.0,72.0,27.8,4.69,3.85,3.65
Soybean,2006,June,27,51,13,30.7,777.4,73.3,16.3,5.63,4.2,2.69
Sorghum,2014,June,29,41,17,27.93,407.6,75.3,26.1,4.52,2.71,3.5
Paddy,2022,July,31,61,27,28.11,1253.8,79.7,32.2,9.03,5.83,5.6
Soybean,2017,June,27,46,22,32.04,506.5,77.2,23.1,3.64,3.81,2.25
Paddy,2009,July,32,55,25,27.46,917.8,75.7,27.2,7.94,7.5,6.08
Chickpea,2005,November,27,42,23,18.45,95.7,72.0,12.0,3.24,2.32,1.6
Chickpea,2005,November,22,29,25,23.98,313.5,73.6,18.1,2.78,2.45,2.22
Cotton,2022,August,49,55,30,29.71,493.1,61.9,21.9,7.01,4.44,3.83
Cotton,2019,July,47,62,34,31.01,707.7,79.5,24.4,5.84,3.99,5.33
Paddy,2021,July,32,48,21,28.45,1036.0,82.8,21.9,6.53,8.14,6.18
Cotton,2015,June,48,46,30,31.17,742.8,74.4,24.8,7.07,5.09,4.4
Maize,2021,July,19,32,20,27.96,367.0,61.0,18.6,6.06,3.75,2.87
Sorghum,2017,July,28,58,30,29.91,566.9,69.2,20.9,4.81,2.55,2.55
Soybean,2005,June,22,33,19,28.9,675.8,77.6,20.1,2.66,4.22,1.99
Soybean,2006,June,24,39,13,24.1,435.5,68.9,17.5,5.56,2.98,2.43
Groundnut,2013,June,25,53,15,29.15,555.4,81.0,18.1,6.66,3.45,3.06
Paddy,2007,August,43,43,24,29.06,840.7,73.4,24.3,8.94,5.45,5.7
Sorghum,2005,June,35,46,20,29.83,630.3,70.2,18.7,4.24,4.87,3.61
Sorghum,2020,June,31,52,21,26.51,611.4,86.4,20.1,3.82,3.29,2.01
Sorghum,2010,June,38,54,12,32.72,562.6,54.8,28.9,4.83,4.59,2.43
Groundnut,2021,June,34,53,17,27.27,310.7,76.7,19.6,2.74,4.16,3.89
Sorghum,2009,July,30,48,14,26.79,435.4,79.0,22.1,3.78,3.53,1.78
Paddy,2009,July,27,59,26,30.51,1168.6,76.8,33.3,7.62,9.05,7.03
Groundnut,2010,June,30,56,27,30.16,691.4,63.0,23.3,4.74,5.51,4.13
